iteration,vortex_area,omega_value,error,psi_min
1,0.007812457430168827,-128.0006974679144,0.013432674775144733,-0.1083997367002286
2,0.01610406713438825,-62.09611470537298,0.0056336905496911045,-0.08319166735438145
3,0.02119133839619911,-47.18909118922666,0.003651533729906783,-0.07561202509552714
4,0.025208967130136126,-39.66842413010041,0.002235991745698506,-0.06922364784776136
5,0.02767136400620656,-36.13844260715535,0.0014192323155758056,-0.06542042635699387
6,0.029584213200941952,-33.80181156780469,0.0008946411076231946,-0.06147652812913099
7,0.030306576945321396,-32.99613815853182,0.0006846928596436222,-0.05977112775637891
8,0.03073552839252047,-32.53563716976316,0.0005256097034281135,-0.058539678780693806
9,0.031049315303258496,-32.2068293691183,0.00044530727137587786,-0.05739953949014732
10,0.031364190863410614,-31.8834942803067,0.00031764243611875724,-0.056466982590099656
11,0.031733810880764164,-31.51213082341025,0.0003138396834077921,-0.0552592296365951
12,0.0317229403939123,-31.522929072233868,0.0002864574698818581,-0.05470796662783902
13,0.03150246280554896,-31.743549898703673,0.0001857327636416176,-0.05484208206021822
14,0.03168672064579701,-31.558961597139653,0.00024554342504378405,-0.05396863294278932
15,0.031481212509898916,-31.764977276067786,0.00017417324900747527,-0.05391684606458413
16,0.03163657865834242,-31.608980566433804,0.00014008031547641612,-0.05338533753054394
17,0.031701536947972585,-31.544211930202746,0.0001207267642815016,-0.05298469557684911
18,0.03188454979782411,-31.363152572041106,0.00017865690691001913,-0.05224721667226147
19,0.03179022481983337,-31.456210381252713,0.00011549418569140727,-0.052064406808368026
20,0.03173651529284691,-31.50944553214353,0.00011247867228622528,-0.051871323567977586
21,0.03165319752112298,-31.592384918859295,7.044347115390441e-05,-0.05181834049867979
22,0.03147954119798743,-31.766663742352527,4.233368385040112e-05,-0.05205293082939232
23,0.03147954119798743,-31.766663742352527,1.389002748294287e-05,-0.05203725738221127
24,0.03147954119798743,-31.766663742352527,1.4752736518305705e-05,-0.05200840170165035
25,0.03147954119798743,-31.766663742352527,2.44880002765278e-05,-0.05196040048328191
26,0.031392304652101924,-31.85494060032459,3.308927094300963e-05,-0.05212023205313916
27,0.0313110349992539,-31.937621992496528,2.9503810829263796e-05,-0.052265199343676044
28,0.0313110349992539,-31.937621992496528,2.70733555818117e-05,-0.052206396938199534
29,0.0313110349992539,-31.937621992496528,0.0,-0.052206396938199534
