solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,10,-5.0,3,1409,2614,12067,31,0.0,0.4836103616493085,-10.338901720277377,-0.2451490735452847,-4.896527108679339
