iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24085293965560278,0.26678102076743965,-4.151911126473717,3.748392584762345,1.382340429120582
2,0.0,0.0,0.0,0.0,0.08578000523900738
3,0.0,0.0,0.0,0.0,0.0
