solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_0.5,-1.0,1,4828,9312,4828,5,0.0005327720297138882,0.04079495741800241,-24.51283352875152,-0.06170333479282562,0.11527530261076246,-0.9195581962784455
