solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_0.2,-2.5,3,4370,8432,38404,21,0.0008575814126381559,0.1543973208410842,-16.191990809044952,-0.1227462896252906,0.08325404019776968,-2.4646051310543395
