iteration,vortex_area,omega_value,error,psi_min
1,0.050100447028811806,-19.959901743489816,0.01205758869825676,-0.04122134274536177
2,0.04390307220031017,-22.777449273650948,0.0036425436149335557,-0.051799553710600174
3,0.04326813991765317,-23.111693775216004,0.0017102622676391382,-0.05577181958902887
4,0.04505570152213459,-22.194749304008248,0.0007647355456334674,-0.05226980641514159
5,0.04156826774739929,-24.05681194310929,0.0015529680728005582,-0.05938143432445882
6,0.045690710307200066,-21.886287021508995,0.0029240860624067523,-0.06080475098822796
7,0.048383460163860935,-20.66822002009129,0.005492181895549833,-0.07192771297992
8,0.0561048875331109,-17.823759104941423,0.003000140147587138,-0.058219284558333466
9,0.05339553743778453,-18.72815684578849,0.0012542790461581802,-0.06344778749574388
10,0.05463054365921755,-18.30477848139215,0.0005871693250380056,-0.061000153095630304
11,0.05463054365921755,-18.30477848139215,0.0,-0.061000153095630304
