iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.23189015407106453,0.2797972751412174,-10.780966574518104,8.935040552979714,1.3678403912218535
2,0.0,0.0,0.0,0.0,0.27930853833906183
3,0.0,0.0,0.0,0.0,0.0
