solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_1.5,-2.5,2,5035,9610,19679,10,0.0008413702332450302,0.20525253655548442,-12.1801174394948,-0.14957965256435649,0.11313125278910291,-2.4665109336636233
