iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.023551578333708172,-212.2999965927445,0.07447250881658203,-0.4497920625151122,0.6964783571537679
2,0.08296982803526401,-60.26287047232265,0.11109801736884198,-0.5097530632370473,0.4661156627176215
3,0.18095176776512506,-27.631672581889266,0.09425636752009786,-0.44355290660011903,0.37546551836663755
4,0.27391825688713833,-18.253620831342154,0.06309898853938453,-0.39215446768230827,0.350471640291471
5,0.34638111074471917,-14.434967279970905,0.03664570250427031,-0.34870956722811425,0.332313117604397
6,0.3917534107151373,-12.763130743067709,0.025449502214210374,-0.32059411364924617,0.3256161088375043
7,0.4174898975437284,-11.976337701623772,0.01924603174145624,-0.3045603188296721,0.3236650141935211
8,0.43375183256683975,-11.527328819364737,0.016133842721524395,-0.29269391975000436,0.32329029436767803
9,0.4450733259451526,-11.234103929688569,0.012747697003985627,-0.2818413472385885,0.32203631333049837
10,0.44998335458877825,-11.111522124122345,0.009688388068624567,-0.276363761227254,0.32286699383043205
11,0.45429694667818377,-11.00601718008445,0.009207845488553388,-0.2704596496778832,0.32318245350584984
12,0.4575707347210678,-10.927272267637413,0.007478478581307855,-0.2661692079644955,0.32430850636885294
13,0.46202299296043303,-10.821972231213595,0.007093183680128933,-0.2597640505968323,0.3240393042227628
14,0.4652783276909645,-10.746255955684603,0.0074138604310105315,-0.25239304928625517,0.32247871831374547
15,0.4637580143011766,-10.781484838670345,0.007937218805680886,-0.2457217382209445,0.3221017161344256
16,0.458220830863391,-10.911769311270456,0.003342600584828878,-0.24834518375952816,0.32606375272494875
17,0.45944170660876793,-10.882773435842406,0.0029498594570806086,-0.24730436470412973,0.3269646744622179
18,0.460942879092011,-10.847331039909452,0.003718197747614415,-0.24555857688169486,0.32795016892673345
19,0.464513972102695,-10.763938870055338,0.002968160654685862,-0.24161026217115786,0.32669673002121513
20,0.46446378150928824,-10.765102036056199,0.0017965036659157007,-0.24026578388074554,0.3270766835509915
21,0.4644349499291457,-10.765770321038072,0.0023889553183400313,-0.23836466803204764,0.32695668722016497
22,0.4627134040238544,-10.80582485080167,0.0017650684955227943,-0.23811598626556735,0.3273241386388601
23,0.46182497935301453,-10.82661229586295,0.0006610653782604046,-0.23820857683919003,0.32758809611176737
