iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.25010486540116483,0.251601240842474,-3.9983228570784237,3.9745431964148934,1.4147675240682571
2,0.0,0.0,0.0,0.0,0.09007607151398671
3,0.0,0.0,0.0,0.0,0.0
