iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.04757247295410575,-105.10279767931371,0.06605506048209994,-0.3355313662321706,0.2375033656590934
2,0.1254309429570181,-39.86257204263679,0.10277815607547386,-0.43078633833623137,0.16784356067074835
3,0.22317292186617296,-22.40415171424014,0.08640490972386586,-0.4149880247071552,0.14474814768956804
4,0.314776373784848,-15.884292521323525,0.053781774166208066,-0.37110337611117056,0.13471311716175396
5,0.37859650322927274,-13.206672426586227,0.03126910158591482,-0.3378579812826773,0.12960079357453233
6,0.4196064227796338,-11.91592818546028,0.019531047669831356,-0.3129594503682611,0.12685282296799674
7,0.4412633567280327,-11.331101764431551,0.014278284686499157,-0.2989427336108229,0.12633058220191576
8,0.4546690008157268,-10.997010992676966,0.010911669456954272,-0.28861185338556594,0.12645232933957265
9,0.4633154074854921,-10.791784428530075,0.009059525594891317,-0.28047844064486005,0.12651374762078094
10,0.4702216500575167,-10.63328325990181,0.007700438474246708,-0.2728407568268338,0.12661592379870473
11,0.472301777817762,-10.586451787461307,0.00561495328300205,-0.26877923928852443,0.12718701233928864
12,0.47679108109229185,-10.486773344302883,0.0050463105378426324,-0.2635486084048435,0.12720154499612749
13,0.4772438732984519,-10.476823862489214,0.004128026557646176,-0.26093305841102665,0.1276870324555709
14,0.47968606991414964,-10.423483844120927,0.0035834497305919887,-0.25736769112193536,0.12780056472607285
15,0.4800288802634395,-10.416039962545595,0.0026268403453995706,-0.2555315938751507,0.1280965299741198
16,0.481410810636639,-10.386139840498759,0.0023772163107491275,-0.2533597005859027,0.1281801039415196
17,0.4816262955939687,-10.381492966105014,0.00205875650517823,-0.25202634225937803,0.12843952361956823
18,0.4816600988095541,-10.380764386250258,0.0013780014470721846,-0.2509445923031061,0.12855791804744326
19,0.4821752021142699,-10.369674711755621,0.001464637306407154,-0.24948730963015459,0.1285711227094007
20,0.48109733808887506,-10.392907223020906,0.0007628371905106396,-0.24939567351796493,0.1288100213055158
