solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_0.2,-5.0,3,4370,8432,38404,43,0.000992589731091995,0.4567427055973476,-10.947082326056607,-0.22326312090168668,0.13199889463812733,-4.93194520348849
