solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-1.0,1,5156,9910,5156,6,0.0009743750919214705,0.054833749917285186,-18.236943515781164,-0.06302507868217387,0.10461052186656182,-0.9271262048152704
