iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.06992456221212244,-71.50563180977882,0.05510023138707957,-0.27360422472188434,0.22737899350250576
2,0.15561210063403463,-32.131177328933425,0.08866466760433267,-0.35950774226493265,0.16387617473809107
3,0.24784737834621018,-20.173705420501392,0.0796491857608508,-0.3761108662576782,0.1455613339504323
4,0.332145660489466,-15.053636385409213,0.052041222677095995,-0.3551449395822825,0.13573157342073336
5,0.3942941476442661,-12.680888189370291,0.02965079973294482,-0.3291440028979904,0.13167715415713468
6,0.4304148587085241,-11.616699328184643,0.017685348374878177,-0.3119534476239966,0.13048352026522786
7,0.4560613562569905,-10.963437115208027,0.01232420953361465,-0.29706302808655255,0.12963260187772507
8,0.4706707399688737,-10.623137525673805,0.009574083950160375,-0.28645851116076976,0.1294470295365909
9,0.47857130422337535,-10.447763908690662,0.007382499221792358,-0.27896924370897414,0.1297196000489389
10,0.4827095224767526,-10.358196321351421,0.005743716413076548,-0.2743312310259713,0.1304196829664263
11,0.4847604471714056,-10.314372860193478,0.004226351619350944,-0.27119018132401995,0.13100333456403151
12,0.488257375483837,-10.240500709375391,0.003759454833223234,-0.26732802361228525,0.131167551129238
13,0.4900329528264395,-10.203395447511683,0.003224603401575298,-0.264334158867102,0.13149757127519485
14,0.4926179561262717,-10.149853325115824,0.0029406439296427566,-0.26098084397672705,0.1315596508506866
15,0.49292741129503514,-10.143481343153214,0.00206959757630643,-0.2595707043625193,0.13202069473371747
16,0.4945891128843463,-10.10940166240414,0.001890860714034398,-0.2573199438457106,0.1321188612061267
17,0.49477903809029267,-10.10552108128628,0.0015498686887808067,-0.2559652899913951,0.1322849930707897
18,0.49616345242647947,-10.077324267935454,0.0013010856040835549,-0.25433939951499257,0.13226165152354316
19,0.4954387889973093,-10.092064067327508,0.0008617347201939578,-0.2539872745073461,0.13249759081141704
