iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.25010486540116483,0.251601240842474,-19.991614285392117,19.872715982074467,1.4821863034925398
2,0.0,0.0,0.0,0.0,0.45038035756993294
3,0.0,0.0,0.0,0.0,0.0
