iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.2308893903875766,0.28393552427678664,-6.496617265444995,-2.465348433532482,1.2187967120709406
2,0.0,0.0,0.0,0.0,0.2776717695413941
3,0.0,0.0,0.0,0.0,0.0
