iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.2470381017398461,0.26059321481257297,-4.047958565732068,3.837398455363591,1.410615213000326
2,0.0,0.0,0.0,0.0,0.0855225674815555
3,0.0,0.0,0.0,0.0,0.0
