iteration,vortex_area,omega_value,error,psi_min
1,0.047107769386692935,-53.06980212708189,0.026885405336567695,-0.15533384043877407
2,0.08951627739584309,-27.92788164039643,0.02745486900161071,-0.16976864398026423
3,0.1148763866304201,-21.76252294601667,0.024665031067459355,-0.18550276579183847
4,0.14440393388774003,-17.31254774501854,0.015674289252539057,-0.17576635815088817
5,0.1711709190138658,-14.605284673370749,0.008034607269778931,-0.15588203405517947
6,0.17918548132839826,-13.952023241314846,0.005638649336179462,-0.1554162135258512
7,0.1843649797556425,-13.560058983617724,0.0018925507853252825,-0.15214286799155888
8,0.18757957929641703,-13.3276767619222,0.002060549841724145,-0.1491655044073276
9,0.18757957929641703,-13.3276767619222,0.0015749487067694323,-0.149914351174829
10,0.18757957929641703,-13.3276767619222,0.0,-0.149914351174829
