solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,5,-2.5,3,423,742,3493,10,0.0,0.18757957929641703,-13.3276767619222,-0.149914351174829,-2.4251394289207293
