solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-5.0,2,5156,9910,20221,23,0.0009856209028604168,0.4838135263947909,-10.334560170853944,-0.24598064954911902,0.19341238370149177,-4.928550715502404
