iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.04781860441731279,-104.56181356454944,0.0659574691550721,-0.3360436347739914,0.35161635857820084
2,0.12521750366253576,-39.93051972570163,0.10416137750098155,-0.43400787243464367,0.2524445901279872
3,0.22411512056545896,-22.3099627878058,0.0857924352584473,-0.41437659063770904,0.21725459969729982
4,0.31542030008624367,-15.851864951725926,0.05246409612130703,-0.36838500853318207,0.2018776364093736
5,0.3777337436611529,-13.236837015242312,0.03115426657783158,-0.3371653494933276,0.19511198826607282
6,0.41825306764561054,-11.95448494411652,0.019375795707276097,-0.31298859865688594,0.19101048634688422
7,0.44000308130644217,-11.363556784998346,0.013995389461493906,-0.29950291648519495,0.1904144500158315
8,0.45388816746599636,-11.01592938171181,0.011170382131384018,-0.28887855414268965,0.19040560878604834
9,0.46373932977398874,-10.78191923561203,0.009231776945128544,-0.27945456176865313,0.1901582926936558
10,0.4696069156450612,-10.647202656996443,0.007647966133122011,-0.2722753461474171,0.19034992138799184
11,0.4722620805724466,-10.587341659824375,0.0059393923262194,-0.2677465981173099,0.19111592327465465
12,0.475390350225854,-10.517672471947614,0.004319224217297168,-0.26444889914475544,0.1914851943017124
13,0.47770113763646377,-10.466795253489765,0.004050329409532533,-0.26069119778661054,0.19163120256293303
14,0.4778471939045482,-10.46359602772674,0.002741287380142229,-0.25943021049834836,0.19236491199712794
15,0.4794517939935413,-10.428577101261936,0.0029800404899247845,-0.2567670864294012,0.19266690909188486
16,0.4812522328249015,-10.389562185821998,0.0028733485192612446,-0.2539235466304566,0.1927930718977372
17,0.4819109161129707,-10.375361571655887,0.002791789190963066,-0.25073965999542375,0.19229987016910083
18,0.4802492433987205,-10.411260545909528,0.0010693502558026563,-0.2506689952524133,0.19302199687674143
19,0.48049028282534945,-10.406037705069304,0.0014975679109229837,-0.2500156400933507,0.19345325730998536
20,0.48073800785831755,-10.400675457875577,0.0011157383389397554,-0.2496585849889777,0.19375879587997794
21,0.47966241849235963,-10.423997810200849,0.001415174492915861,-0.2503143788321867,0.1946005437825437
22,0.48347534512933804,-10.341788987528233,0.0017830894342966163,-0.2472607208274937,0.19378127783840274
23,0.4841549590023855,-10.32727209962413,0.0009856209028604168,-0.24598064954911902,0.1934415445281354
