iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.23273813533581994,0.2662022811988414,-21.4833722577757,18.78270906425937,1.4007561015994907
2,0.0,0.0,0.0,0.0,0.45185625963425546
3,0.0,0.0,0.0,0.0,0.0
