solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_0.2,-5.0,2,4370,8432,17171,48,0.0006983038590041595,0.45260722734843756,-11.047105962695495,-0.22279389929321364,0.19865281817156918,-4.908449454718418
