iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.25010486540116483,0.251601240842474,-5.997484285617635,-2.7821802374904254,1.2635932562625516
2,0.0,0.0,0.0,0.0,0.24585804637853187
3,0.0,0.0,0.0,0.0,0.0
