iteration,vortex_area,omega_value,error,psi_min
1,0.04810162693732829,-103.94658805438141,0.06360607288118512,-0.31055637095932526
2,0.1269478368555921,-39.38625599180305,0.102895702537778,-0.42232090473143846
3,0.22455262600696826,-22.26649533746642,0.07703623027384147,-0.40007407418871715
4,0.3084240071694115,-16.2114487970244,0.05909163198177481,-0.37561739316593873
5,0.380956854910816,-13.124845859961034,0.032142163615121164,-0.3322444662870482
6,0.41981096633572573,-11.910122414480867,0.02293477955521729,-0.3127486555862089
7,0.4455340195492816,-11.222487578071325,0.013184659032556357,-0.29501953335433356
8,0.4569066584282417,-10.943154160195418,0.009232124217047772,-0.28386231473813905
9,0.4664267534535554,-10.719796759037916,0.010543365935411633,-0.26894720623198204
10,0.4520222724582383,-11.06140184820637,0.010251724181163099,-0.2808626647631928
11,0.4691329004877196,-10.65796066488175,0.008951561819854938,-0.264149194856554
12,0.46538860586466807,-10.743709530039434,0.0031891269373192153,-0.26549960474168066
13,0.46674000175324054,-10.712602265111693,0.0010861523677215426,-0.26394268080475813
14,0.466349243518938,-10.721578451101218,0.000231837198011282,-0.26433387383965556
15,0.466349243518938,-10.721578451101218,0.0,-0.26433387383965556
