iteration,vortex_area,omega_value,error,psi_min
1,0.04775009265296931,-52.35591935222222,0.025961315284342815,-0.15066980645730435
2,0.08491767168859823,-29.440279629518756,0.027967363756826576,-0.17491529956013618
3,0.1156047364506017,-21.62541152514334,0.023141530308458037,-0.1805205556951851
4,0.14607750766226618,-17.114202179435075,0.014853636035592994,-0.1690895911117515
5,0.16184072941620642,-15.447285791518775,0.008839289634847768,-0.16439487516140633
6,0.1762524125290688,-14.184203008215176,0.005078339963560358,-0.15637405464261434
7,0.1833536392079102,-13.634853449323549,0.002944865761492296,-0.1524882714525826
8,0.18916503885715918,-13.215972756402309,0.0022670059641696065,-0.1484666089640984
9,0.19117819551201545,-13.07680508911842,0.0012638912830272733,-0.14644014328318467
10,0.19178892182393018,-13.035163742643586,0.0008213767335319503,-0.14576973842969138
11,0.19341270032976368,-12.925728226417212,0.001219180423209785,-0.14369224569347752
12,0.19383256576508429,-12.897729492111658,0.0008340886722352452,-0.14290334342332045
13,0.19324977811852392,-12.936625461306871,0.0003828897325291717,-0.1434445341769667
14,0.19274700112126392,-12.970370410210233,0.00034322445637947424,-0.1440015505789401
15,0.19377077627662045,-12.901842310994752,0.00043680557395999207,-0.14302339762088612
16,0.19377077627662045,-12.901842310994752,0.00018389439143385393,-0.14287003027019288
17,0.19377077627662045,-12.901842310994752,0.00017531160568356248,-0.14266892335898723
18,0.19377077627662045,-12.901842310994752,6.61215247514816e-05,-0.1426089953192414
19,0.19377077627662045,-12.901842310994752,9.119407750199352e-06,-0.14260280145497106
20,0.19377077627662045,-12.901842310994752,0.0,-0.14260280145497106
