solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,10,-2.5,3,1409,2614,12067,20,0.0,0.19377077627662045,-12.901842310994752,-0.14260280145497106,-2.431513988309172
