solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,5,-5.0,2,423,742,1587,100,0.005410061644313059,0.46836256563073886,-10.675490243902292,-0.27097830145458784,-4.604768354433703
