solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-2.5,2,5156,9910,20221,12,0.000579933228906516,0.1922108617863465,-13.006549040807563,-0.1438560385544118,0.11384692029130805,-2.4529719609632417
