solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_1.0,-1.0,2,5156,9910,20221,10,0.0,0.05694175190905248,-17.561805994258883,-0.061235210637273656,0.06131555609741277,-0.9665560952928652
