solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,10,-5.0,2,1409,2614,5431,100,0.0006108853209440932,0.48031981283181463,-10.409730905168312,-0.2545756041949137,-4.872637806908866
