solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-1.0,2,5156,9910,20221,6,0.0008051593747847787,0.055030129124661,-18.171863593753837,-0.06263138098371811,0.06258522468773003,-0.975566999431355
