iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.23189015407106453,0.2797972751412174,-4.312386629807242,3.5740162211918856,1.3733646805582527
2,0.0,0.0,0.0,0.0,0.11172341533562413
3,0.0,0.0,0.0,0.0,0.0
