solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,10,-2.5,2,1409,2614,5431,14,0.0,0.19274700112126392,-12.970370410210233,-0.14298522626509894,-2.3800619224059916
