iteration,vortex_area,omega_value,error,psi_min
1,0.0482993713186559,-51.7605080924596,0.025586307624563712,-0.14861566207650864
2,0.08481173676929073,-29.477052295257547,0.024609552624208844,-0.16628831877818304
3,0.11257821477869519,-22.206783123310917,0.023741678948917395,-0.1782470244049038
4,0.14151350838656196,-17.666158012074263,0.016504145215095876,-0.17259118178884802
5,0.1612735280478714,-15.501614122671862,0.008268077910538244,-0.16307257352063867
6,0.17359701646615605,-14.401169161149681,0.006109409336859683,-0.1584210216714971
7,0.18145697458229412,-13.777370672882036,0.003832963385561292,-0.1552835266001662
8,0.18916503885715918,-13.215972756402309,0.0022286746234396575,-0.1479282362851379
9,0.19117819551201545,-13.07680508911842,0.0017900443207797035,-0.14627201027704442
10,0.1922113653033703,-13.006514968842813,0.0015793879280041692,-0.14412392064477877
11,0.19309818791928438,-12.946781256409343,0.0009228817756087093,-0.14281764576909953
12,0.19324977811852392,-12.936625461306871,0.00036499055202826304,-0.1423402997709282
13,0.19274700112126392,-12.970370410210233,0.00028153993816403943,-0.14298522626509894
14,0.19274700112126392,-12.970370410210233,0.0,-0.14298522626509894
