iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.2308893903875766,0.28393552427678664,-4.33107817696333,3.5219263336178317,1.3761474897297241
2,0.0,0.0,0.0,0.0,0.10294859085385177
3,0.0,0.0,0.0,0.0,0.0
