solver,case,grid,gamma_top,gamma_bot,degree,vertices,cells,dofs,iterations,error_final,A_top,A_bot,omega_top,omega_bot,yc,rc
solve_non_symmetrical.py,two_vortex,cyl_d_0.2,-2.5,2.5,3,1849,3546,16185,3,0.0,0.0,0.0,0.0,0.0,1.0,0.5
