solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_1.5,-1.0,1,5035,9610,5035,6,0.0009041515843920729,0.06401918779974015,-15.62031688262154,-0.06483434664076845,0.09834735277779588,-0.9328064916289335
