iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24809076001303182,0.25207718623488334,-20.15391463889005,19.83519442866616,1.4731456096126572
2,0.0,0.0,0.0,0.0,0.4296057897101733
3,0.0,0.0,0.0,0.0,0.0
