iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24809076001303182,0.25207718623488334,-4.030782927778009,3.9670388857332317,1.4136229894769894
2,0.0,0.0,0.0,0.0,0.08592115794203473
3,0.0,0.0,0.0,0.0,0.0
