iteration,vortex_area,omega_value,error,psi_min
1,0.047107769386692935,-106.13960425416379,0.0686783412104319,-0.34475388297096404
2,0.12764494364228404,-39.1711559998189,0.10161054484140393,-0.42779573361593226
3,0.22297930979133815,-22.423605152778304,0.0860930264037544,-0.4161392953463221
4,0.3167610642125056,-15.784768284039002,0.053971975967599554,-0.3700624596081365
5,0.38441404552507036,-13.00680882554775,0.030603911184880133,-0.33260966936725866
6,0.41296027404589886,-12.107702155012301,0.01806458193253433,-0.3196096100925148
7,0.4471801989774015,-11.18117486291623,0.01581440752057339,-0.2964719431750986
8,0.45554253121386495,-10.975923557953438,0.010223250657503648,-0.2890049873391643
9,0.4581519462342149,-10.913409931132142,0.008416210260991092,-0.2864882433089883
10,0.4684938863744373,-10.67249786052452,0.008057319128160443,-0.27679759805940884
11,0.469157578770045,-10.657400042663966,0.005371019752960538,-0.2741002509622957
12,0.47752922723642605,-10.470563297112045,0.005653171539823127,-0.26665547902120346
13,0.479195587766639,-10.434152833717084,0.004530431566554766,-0.2628263402729921
14,0.4792685302791211,-10.43256480263382,0.004055775051252599,-0.2602454639803582
15,0.4786011134590268,-10.44711317920503,0.0030911616554637434,-0.2585545707348921
16,0.4786011134590268,-10.44711317920503,0.001417426373504681,-0.2573945073008234
17,0.4786011134590268,-10.44711317920503,0.0,-0.2573945073008234
