solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-1.0,3,5156,9910,45196,6,0.0009725889689888115,0.05509539968146819,-18.150335704640664,-0.06306072116319361,0.041709904832566605,-0.9846072361834863
