solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_0.5,-2.5,1,4828,9312,4828,16,0.00030201020644946485,0.16918118093947446,-14.777057271484525,-0.13434726485449627,0.20025024155878204,-2.379338538086489
