iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24085293965560278,0.26678102076743965,-6.227866689710576,-2.6238748093336417,1.2378758482131653
2,0.0,0.0,0.0,0.0,0.24689661051865125
3,0.0,0.0,0.0,0.0,0.0
