iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24645515111305702,0.257086431978592,-4.057533370610166,3.889742419713817,1.4161366308632726
2,0.0,0.0,0.0,0.0,0.09852657255873205
3,0.0,0.0,0.0,0.0,0.0
