iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.24645515111305702,0.257086431978592,-10.143833426525415,9.724356049284543,1.4312684537525586
2,0.0,0.0,0.0,0.0,0.24631643139683068
3,0.0,0.0,0.0,0.0,0.0
