solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,5,-2.5,1,423,742,423,100,0.004189839627549562,0.18364976790621737,-13.612867734614566,-0.14575867331547637,-2.0186562357337485
