solver,case,grid,gamma_top,gamma_bot,degree,vertices,cells,dofs,iterations,error_final,A_top,A_bot,omega_top,omega_bot,yc,rc
solve_non_symmetrical.py,two_vortex,cyl_d_0.2,-1.0,1.0,2,1849,3546,7244,3,0.0,0.0,0.0,0.0,0.0,1.0,0.5
