solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex_refinement,5,-1,2,423,742,1587,5,0.0008043005265789625,0.05325051966660397,-18.77915945723905,-0.06431809045644288,0.2088683662097008,-0.8714205465644193
