iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.04700586474907587,-21.273941141986114,0.01371971363224702,-0.04404381715893358,0.24152484301652705
2,0.04737535416632813,-21.108021620041978,0.0032549559669223945,-0.05393330990404633,0.22433367667692858
3,0.04775470341373032,-20.94034573592352,0.002655985632856908,-0.06029669883450108,0.21854998401572015
4,0.05015431380795581,-19.938464392695437,0.001759065582245548,-0.06284129037241236,0.21283305453666648
5,0.05015431380795581,-19.938464392695437,0.0008043005265789625,-0.06431809045644288,0.21482164611271742
6,0.05325051966660397,-18.77915945723905,0.0012507869142650838,-0.058519772252685426,0.20303723950136537
7,0.049698178169611536,-20.12146192939242,0.0015917200738325907,-0.06552989237060973,0.21754999706873454
8,0.05325051966660397,-18.77915945723905,0.0008832559572768964,-0.06001127089974592,0.20521831554643777
9,0.05146903181370641,-19.429158947841252,0.0008004974391386662,-0.06345749178771083,0.21232149824591723
10,0.05325051966660397,-18.77915945723905,0.0006146486492220981,-0.061108642540598876,0.21085682902432587
11,0.05344585799758297,-18.710523836014083,0.000950718942398568,-0.062041627157343654,0.21559214097811563
12,0.05492020187147632,-18.20823605747462,0.00044088483678323174,-0.06091135645890054,0.21243883226325466
13,0.05492020187147632,-18.20823605747462,0.0,-0.06091135645890054,0.21243883226325466
