iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.06992456221212244,-35.75281590488941,0.024065271595031027,-0.12053972617952338,0.11368949675125282
2,0.10255372931348576,-24.37746551720232,0.022319491504425266,-0.14865670970176115,0.09255336251695763
3,0.12856346618620723,-19.445648706912426,0.020780662583976536,-0.16328943257277134,0.08418303534039497
4,0.15237602740392242,-16.406780269792264,0.015989698305544028,-0.1660407029309283,0.07965861887789899
5,0.17202414912923383,-14.532843281915406,0.010400666002161359,-0.16259997357006084,0.07741162159105229
6,0.1853443167487281,-13.488409269053868,0.006243969561397996,-0.1589975100442173,0.07635640419516823
7,0.19384916922680698,-12.896624782925716,0.003609645793360178,-0.1558461391873563,0.07564827395269046
8,0.19891739313223708,-12.5680311843723,0.002104817658053877,-0.1535316443980828,0.07543062551659929
9,0.20250760495799683,-12.345215383484181,0.0014658906738318786,-0.1512548948883427,0.07532775848977365
10,0.204483679222313,-12.22591460359054,0.000870508953042443,-0.1494656734866339,0.07522514292164995
