solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,10,-2.5,1,1409,2614,1409,13,0.0,0.18543367859197687,-13.48190910617122,-0.14696280871950046,-2.257901513364254
