iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.2308893903875766,0.28393552427678664,-21.65539088481665,17.609631668089158,1.3940269866297836
2,0.0,0.0,0.0,0.0,0.5147429542692588
3,0.0,0.0,0.0,0.0,0.0
