iteration,vortex_area,omega_value,error,psi_min
1,0.047572472954105764,-52.55139883965684,0.025826338800031712,-0.15088632742161642
2,0.08468011563007993,-29.522869464669864,0.028072373041572337,-0.17508338945661953
3,0.1161938921026775,-21.515760895510887,0.022997119535267257,-0.17921073056254425
4,0.14279996360268143,-17.507007263362187,0.01526435933291852,-0.17262526781944137
5,0.16201980288216436,-15.430212576040653,0.009282045649255463,-0.16552691003999292
6,0.17564205748196188,-14.233493024623362,0.005039372826011168,-0.1578141309538866
7,0.18257094371693675,-13.693307100806095,0.003126395946382885,-0.15384696847625928
8,0.18680915440944482,-13.382641808444498,0.00199792307034911,-0.1505325389574727
9,0.18878684512010394,-13.242448108127078,0.0013725573355917702,-0.14872298348593943
10,0.19096133884531605,-13.091655175423067,0.0010885808463079363,-0.14649465441544202
11,0.1925680093151177,-12.982426358829974,0.000993534536534078,-0.14445602727349496
12,0.1923416436145995,-12.997705296775576,0.0006746344613267008,-0.14405422401951612
13,0.1927531068349167,-12.969959556299779,0.0004658670662364503,-0.14326965117424417
14,0.19284810643391498,-12.963570377895817,0.0004498837712272505,-0.1426606841257873
15,0.19328463864907391,-12.934292230739457,0.0006479243316260765,-0.14151318320856765
16,0.19253686939881137,-12.98452606924663,0.00021049424880750683,-0.1418378574178181
17,0.19253686939881137,-12.98452606924663,0.00013417625999694732,-0.1416930467249632
18,0.19244474140748496,-12.990742078560972,8.393350444606486e-05,-0.14175011389484773
19,0.19244474140748496,-12.990742078560972,1.1313919292794164e-05,-0.14174192585918408
20,0.19229227866319826,-13.001042045888767,7.465985388083807e-05,-0.14191959644688673
21,0.1922277793623457,-13.005404360873085,3.187844355068279e-05,-0.14199516892452413
22,0.1922277793623457,-13.005404360873085,5.746384855639988e-05,-0.14204230903030543
23,0.1922277793623457,-13.005404360873085,0.0,-0.14204230903030543
