solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-2.5,1,5156,9910,5156,19,0.0,0.19441113367882723,-12.859345823938622,-0.14439801463356206,0.19340742377096545,-2.3804182061100487
