solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,circulation
solve.py,one_vortex_refinement,20,-1,3,5156,9910,45196,14,0.0,0.056982293745887126,-17.54931109757543,-0.061773360240829946,-0.9829058512751534
