iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.0707929097059322,-35.31427102494854,0.023547785987520366,-0.11955100223532432,0.26142846823717836
2,0.10065391445453899,-24.83758345165147,0.023475505073407267,-0.15252268958493945,0.2257830182837413
3,0.128589043568299,-19.44178081293641,0.020308056867947264,-0.16404460837347215,0.20752006896566694
4,0.1512165087043201,-16.532586431342317,0.016483063731540383,-0.1678124420077553,0.20146691790281357
5,0.1729887199537741,-14.4518093472687,0.010526137639673876,-0.162006155808468,0.19587579645861614
6,0.18702098012141508,-13.367484216888318,0.005369834636933289,-0.1567331732647052,0.1921794491512715
7,0.1943898855732687,-12.860751435844174,0.0028240780996809777,-0.15348240610520764,0.19091233215778539
8,0.1979261935018743,-12.630970948149548,0.002609636920458078,-0.15329965628177894,0.19175073156715738
9,0.2015974505204168,-12.400950476041919,0.0020948478712507954,-0.15256981736650646,0.19217428993689098
10,0.204827478044513,-12.205393650634614,0.001127236441562276,-0.1503104804588979,0.19159283418765996
11,0.20573100431870645,-12.151790189713681,0.00040359265577187304,-0.14933110570077737,0.1913759893063722
