solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,d_1.5,-2.5,1,5035,9610,5035,11,0.0004035926557718926,0.20649355887709658,-12.106915167692863,-0.14933110570077718,0.19105089467995157,-2.377379657976027
