iteration,A_top,A_bot,omega_top,omega_bot,error
1,0.2477145273608598,0.2610284398894563,-6.055357414766656,-2.6817001254592987,1.2598592250329397
2,0.0,0.0,0.0,0.0,0.24548800636845194
3,0.0,0.0,0.0,0.0,0.0
