iteration,vortex_area,omega_value,error,psi_min,residual_norm
1,0.02336699522472986,-42.79540396112529,0.01078912393112676,-0.06648667610404399,0.0573566997013933
2,0.03094023506287291,-32.320375005811165,0.0037191102011999377,-0.06610260535668727,0.05093538076869049
3,0.03527156236483122,-28.35145179157377,0.002421071531359034,-0.06511250476033204,0.04854072166065599
4,0.038220891357106594,-26.163701695409706,0.0014455967976958217,-0.06357859977741624,0.04724217285774651
5,0.0400297812194132,-24.981400585697706,0.0009353057219410717,-0.06262128050043392,0.04657560447094716
6,0.04123207596921483,-24.252962687268802,0.0005734127289922206,-0.06181585222778667,0.04615199935675033
7,0.042107070586931215,-23.748980540820863,0.00023569905314960263,-0.060624610819294565,0.045719362460511496
8,0.042608007925092874,-23.469766569656407,0.00020121057244583884,-0.059809311613890644,0.045534199476918204
9,0.04252544212540417,-23.51533458608329,0.00013079241441605623,-0.06004462253775781,0.045671412249552526
10,0.042608232683934544,-23.469642766409567,6.592637141649411e-05,-0.05995016533910649,0.04569890853496627
11,0.04284260959182304,-23.341248573029514,7.03745661270877e-05,-0.0595428535024906,0.04560621896493689
12,0.04286509480912952,-23.329004740402848,7.053351959583235e-05,-0.059372985113401784,0.04561356784519364
13,0.04286509480912952,-23.329004740402848,2.744143515468204e-05,-0.05931776420279794,0.04558834828103288
14,0.04282167663363172,-23.35265871431596,2.4387428423677016e-05,-0.059421112016737394,0.045644821572770125
15,0.04282167663363172,-23.35265871431596,0.0,-0.059421112016737394,0.045644821572770125
