solver,case,grid,gamma,degree,vertices,cells,dofs,iterations,error_final,vortex_area,omega_value,psi_min,final_residual,circulation
solve.py,one_vortex,20,-2.5,3,5156,9910,45196,11,0.0009935345365346458,0.1923416436145997,-12.997705296775562,-0.1444560272734639,0.07576020439184816,-2.470832992169491
